id,name,policy,status,before_nodes,before_n_nodes,before_inputs,before_internal_nodes,before_nonconstant_rules,before_constant_rules,before_vacuous,before_out_uniform,before_out_uniform_nonvacuous,before_locally_unate,before_MIN,before_MAX,before_MIN_MAX,before_is_conjunctive,before_is_disjunctive,before_is_AND_NOT,before_is_OR_NOT,before_is_AND_OR_NOT,before_is_AND_OR,before_is_AND_OR_NAND_NOR,before_AND_OR_NOT_out_uniform,before_AND_OR_NAND_NOR,before_AND_OR_NAND_NOR_out_uniform,before_homogeneous_MIN,before_homogeneous_MAX,before_signed_operator_homogeneous_AND,before_signed_operator_homogeneous_OR,before_homogeneous_gate,before_positive_AND,before_positive_OR,before_affine,before_reciprocal_support,before_all_internal_self_regulated,before_all_self_loop,before_self_loop_count,before_is_monotone,before_switchable_to_monotone,before_positive_edges,before_negative_edges,before_non_unate_edges,before_has_multi_input_rule,before_edges,before_max_indegree,after_nodes,after_n_nodes,after_inputs,after_internal_nodes,after_nonconstant_rules,after_constant_rules,after_vacuous,after_out_uniform,after_out_uniform_nonvacuous,after_locally_unate,after_MIN,after_MAX,after_MIN_MAX,after_is_conjunctive,after_is_disjunctive,after_is_AND_NOT,after_is_OR_NOT,after_is_AND_OR_NOT,after_is_AND_OR,after_is_AND_OR_NAND_NOR,after_AND_OR_NOT_out_uniform,after_AND_OR_NAND_NOR,after_AND_OR_NAND_NOR_out_uniform,after_homogeneous_MIN,after_homogeneous_MAX,after_signed_operator_homogeneous_AND,after_signed_operator_homogeneous_OR,after_homogeneous_gate,after_positive_AND,after_positive_OR,after_affine,after_reciprocal_support,after_all_internal_self_regulated,after_all_self_loop,after_self_loop_count,after_is_monotone,after_switchable_to_monotone,after_positive_edges,after_negative_edges,after_non_unate_edges,after_has_multi_input_rule,after_edges,after_max_indegree,bijection_verified,fixed_points_exact,fixed_points_count_or_lower_bound,all_rules_out_uniform,after_signed_operator_homogeneous,error,before_signed_operator_homogeneous
2738_1,HIV-1 interactions with T Cell Signalling Pathway,first,complete,138,138,14,124,123,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,281,21,0,True,302,15,23,23,14,9,9,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,9,False,False,62,19,5,True,86,15,True,False,257,False,,,
2738_1,HIV-1 interactions with T Cell Signalling Pathway,min_degree,complete,138,138,14,124,123,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,281,21,0,True,302,15,18,18,14,4,4,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4,False,False,18,1,0,True,19,9,True,False,257,False,,,
2738_1,HIV-1 interactions with T Cell Signalling Pathway,min_growth,complete,138,138,14,124,123,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,281,21,0,True,302,15,18,18,14,4,4,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4,False,False,18,1,0,True,19,9,True,False,257,False,,,
2738_1,HIV-1 interactions with T Cell Signalling Pathway,random,complete,138,138,14,124,123,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,281,21,0,True,302,15,21,21,14,7,7,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,7,False,False,39,13,0,True,52,13,True,False,257,False,,,
2171_1,T Cell Receptor Signaling,first,complete,101,101,7,94,94,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,128,30,0,True,158,6,10,10,7,3,3,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,3,False,False,9,7,0,True,16,7,True,True,104,False,,,
2171_1,T Cell Receptor Signaling,min_degree,complete,101,101,7,94,94,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,128,30,0,True,158,6,9,9,7,2,2,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,2,False,False,6,3,0,True,9,5,True,True,104,False,,,
2171_1,T Cell Receptor Signaling,min_growth,complete,101,101,7,94,94,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,128,30,0,True,158,6,9,9,7,2,2,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,2,False,False,6,3,0,True,9,5,True,True,104,False,,,
2171_1,T Cell Receptor Signaling,random,complete,101,101,7,94,94,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,128,30,0,True,158,6,10,10,7,3,3,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,3,False,False,9,7,0,True,16,7,True,True,104,False,,,
36604_1,Signaling Pathway for Butanol Production in Clostridium beijerinckii NRRL B-598,first,complete,66,66,7,59,53,6,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,False,102,32,0,True,134,7,10,10,7,3,3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,3,False,False,8,6,1,True,15,5,True,True,32,False,,,
36604_1,Signaling Pathway for Butanol Production in Clostridium beijerinckii NRRL B-598,min_degree,complete,66,66,7,59,53,6,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,False,102,32,0,True,134,7,10,10,7,3,3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,3,False,False,8,6,1,True,15,5,True,True,32,False,,,
36604_1,Signaling Pathway for Butanol Production in Clostridium beijerinckii NRRL B-598,min_growth,complete,66,66,7,59,53,6,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,False,102,32,0,True,134,7,10,10,7,3,3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,3,False,False,8,6,1,True,15,5,True,True,32,False,,,
36604_1,Signaling Pathway for Butanol Production in Clostridium beijerinckii NRRL B-598,random,complete,66,66,7,59,53,6,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,False,102,32,0,True,134,7,10,10,7,3,3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,3,False,False,8,6,1,True,15,5,True,True,32,False,,,
36604_2,Signaling Pathway for Butanol Production in Clostridium beijerinckii NRRL B-598,first,complete,66,66,8,58,53,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,False,103,31,0,True,134,7,11,11,8,3,3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,3,False,False,8,6,1,True,15,5,True,True,64,False,,,
36604_2,Signaling Pathway for Butanol Production in Clostridium beijerinckii NRRL B-598,min_degree,complete,66,66,8,58,53,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,False,103,31,0,True,134,7,11,11,8,3,3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,3,False,False,8,6,1,True,15,5,True,True,64,False,,,
36604_2,Signaling Pathway for Butanol Production in Clostridium beijerinckii NRRL B-598,min_growth,complete,66,66,8,58,53,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,False,103,31,0,True,134,7,11,11,8,3,3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,3,False,False,8,6,1,True,15,5,True,True,64,False,,,
36604_2,Signaling Pathway for Butanol Production in Clostridium beijerinckii NRRL B-598,random,complete,66,66,8,58,53,5,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,False,103,31,0,True,134,7,11,11,8,3,3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,3,False,False,9,7,1,True,17,6,True,True,64,False,,,
2202_1,Neurotransmitter Signaling Pathway,first,complete,16,16,0,16,16,0,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,False,17,5,0,True,22,3,3,3,0,3,3,0,False,True,True,True,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,True,3,False,False,3,1,0,True,4,2,True,True,2,True,AND,,
2202_1,Neurotransmitter Signaling Pathway,min_degree,complete,16,16,0,16,16,0,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,False,17,5,0,True,22,3,3,3,0,3,3,0,False,True,True,True,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,True,3,False,False,3,1,0,True,4,2,True,True,2,True,AND,,
2202_1,Neurotransmitter Signaling Pathway,min_growth,complete,16,16,0,16,16,0,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,False,17,5,0,True,22,3,3,3,0,3,3,0,False,True,True,True,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,True,3,False,False,3,1,0,True,4,2,True,True,2,True,AND,,
2202_1,Neurotransmitter Signaling Pathway,random,complete,16,16,0,16,16,0,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,False,17,5,0,True,22,3,3,3,0,3,3,0,False,True,True,True,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,True,3,False,False,3,1,0,True,4,2,True,True,2,True,AND,,
1607_1,Mammalian Cell Cycle,first,complete,20,20,1,19,19,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,38,12,0,True,50,5,2,2,1,1,1,0,False,True,True,True,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,True,1,False,True,1,1,0,True,2,2,True,True,3,False,AND,,
1607_1,Mammalian Cell Cycle,min_degree,complete,20,20,1,19,19,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,38,12,0,True,50,5,3,3,1,2,2,0,False,True,True,True,False,True,True,False,True,False,True,True,True,True,True,True,True,False,True,False,True,True,False,True,False,False,True,True,2,True,True,6,0,0,True,6,3,True,True,3,True,OR,,
1607_1,Mammalian Cell Cycle,min_growth,complete,20,20,1,19,19,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,38,12,0,True,50,5,2,2,1,1,1,0,False,True,True,True,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,True,1,False,True,1,1,0,True,2,2,True,True,3,False,AND,,
1607_1,Mammalian Cell Cycle,random,complete,20,20,1,19,19,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,38,12,0,True,50,5,2,2,1,1,1,0,False,True,True,True,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,True,1,False,True,1,1,0,True,2,2,True,True,3,False,AND,,
2407_1,T-LGL Survival Network 2011,first,complete,60,60,6,54,54,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,False,False,111,84,0,True,195,7,16,16,6,10,10,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,10,False,False,46,31,7,True,84,13,True,True,82,False,,,
2407_1,T-LGL Survival Network 2011,min_degree,complete,60,60,6,54,54,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,False,False,111,84,0,True,195,7,15,15,6,9,9,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,9,False,False,37,21,4,True,62,12,True,True,82,False,,,
2407_1,T-LGL Survival Network 2011,min_growth,complete,60,60,6,54,54,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,False,False,111,84,0,True,195,7,15,15,6,9,9,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,9,False,False,37,21,4,True,62,12,True,True,82,False,,,
2407_1,T-LGL Survival Network 2011,random,complete,60,60,6,54,54,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5,False,False,111,84,0,True,195,7,17,17,6,11,11,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,11,False,False,40,25,8,True,73,11,True,True,82,False,,,
7916_1,Aurora Kinase A in Neuroblastoma,first,complete,23,23,4,19,19,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,False,23,20,0,True,43,7,6,6,4,2,2,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,2,False,False,5,1,0,True,6,4,True,True,16,False,,,
7916_1,Aurora Kinase A in Neuroblastoma,min_degree,complete,23,23,4,19,19,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,False,23,20,0,True,43,7,6,6,4,2,2,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,2,False,False,5,1,0,True,6,4,True,True,16,False,,,
7916_1,Aurora Kinase A in Neuroblastoma,min_growth,complete,23,23,4,19,19,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,False,23,20,0,True,43,7,6,6,4,2,2,0,False,True,True,True,True,False,True,False,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,True,2,False,False,2,1,0,True,3,2,True,True,16,True,AND,,
7916_1,Aurora Kinase A in Neuroblastoma,random,complete,23,23,4,19,19,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,False,23,20,0,True,43,7,9,9,4,5,5,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,5,False,False,15,14,0,True,29,7,True,True,16,False,,,
2135_1,Yeast Apoptosis,first,complete,73,73,13,60,60,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,95,19,0,True,114,12,15,15,13,2,2,0,False,True,True,True,False,True,True,False,False,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,2,False,False,7,1,0,True,8,6,True,False,257,True,OR,,
2135_1,Yeast Apoptosis,min_degree,complete,73,73,13,60,60,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,95,19,0,True,114,12,15,15,13,2,2,0,False,True,True,True,False,True,True,False,False,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,2,False,False,7,1,0,True,8,6,True,False,257,True,OR,,
2135_1,Yeast Apoptosis,min_growth,complete,73,73,13,60,60,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,95,19,0,True,114,12,15,15,13,2,2,0,False,True,True,True,False,True,True,False,False,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,2,False,False,7,1,0,True,8,6,True,False,257,True,OR,,
2135_1,Yeast Apoptosis,random,complete,73,73,13,60,60,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,95,19,0,True,114,12,15,15,13,2,2,0,False,True,True,True,False,True,True,False,False,False,True,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,2,False,False,7,1,0,True,8,6,True,False,257,True,OR,,
2309_1,EGFR & ErbB Signaling,first,complete,104,104,28,76,76,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,199,27,0,True,226,14,31,31,28,3,3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,3,False,False,39,9,7,True,55,29,True,False,257,False,,,
2309_1,EGFR & ErbB Signaling,min_degree,complete,104,104,28,76,76,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,199,27,0,True,226,14,31,31,28,3,3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,3,False,False,40,10,5,True,55,29,True,False,257,False,,,
2309_1,EGFR & ErbB Signaling,min_growth,complete,104,104,28,76,76,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,199,27,0,True,226,14,31,31,28,3,3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,3,False,False,40,10,5,True,55,29,True,False,257,False,,,
2309_1,EGFR & ErbB Signaling,random,complete,104,104,28,76,76,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,199,27,0,True,226,14,32,32,28,4,4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,4,False,False,41,15,20,True,76,30,True,False,257,False,,,
6678_1,CD4+ T cell Differentiation,first,complete,38,38,9,29,29,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,False,False,62,29,0,True,91,8,18,18,9,9,9,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,9,False,False,42,27,5,True,74,12,True,False,257,False,,,
6678_1,CD4+ T cell Differentiation,min_degree,complete,38,38,9,29,29,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,False,False,62,29,0,True,91,8,17,17,9,8,8,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,8,False,False,28,24,6,True,58,10,True,False,257,False,,,
6678_1,CD4+ T cell Differentiation,min_growth,complete,38,38,9,29,29,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,False,False,62,29,0,True,91,8,17,17,9,8,8,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,8,False,False,28,24,6,True,58,10,True,False,257,False,,,
6678_1,CD4+ T cell Differentiation,random,complete,38,38,9,29,29,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,False,False,62,29,0,True,91,8,17,17,9,8,8,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,8,False,False,35,18,9,True,62,12,True,False,257,False,,,
8558_1,Inflammatory Bowel Disease (IBD) Model,first,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No completed result,
8558_1,Inflammatory Bowel Disease (IBD) Model,min_degree,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No completed result,
8558_1,Inflammatory Bowel Disease (IBD) Model,min_growth,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No completed result,
8558_1,Inflammatory Bowel Disease (IBD) Model,random,missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No completed result,
11863_1,Senescence Associated Secretory Phenotype,first,complete,51,51,2,49,49,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,False,False,80,16,0,True,96,5,9,9,2,7,7,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,7,False,False,20,15,0,True,35,8,True,True,15,False,,,
11863_1,Senescence Associated Secretory Phenotype,min_degree,complete,51,51,2,49,49,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,False,False,80,16,0,True,96,5,9,9,2,7,7,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,7,False,False,20,15,0,True,35,8,True,True,15,False,,,
11863_1,Senescence Associated Secretory Phenotype,min_growth,complete,51,51,2,49,49,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,False,False,80,16,0,True,96,5,9,9,2,7,7,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,7,False,False,20,15,0,True,35,8,True,True,15,False,,,
11863_1,Senescence Associated Secretory Phenotype,random,complete,51,51,2,49,49,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3,False,False,80,16,0,True,96,5,9,9,2,7,7,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,7,False,False,17,11,0,True,28,7,True,True,15,False,,,
4850_1, Bortezomib Responses in U266 Human Myeloma Cells,first,complete,67,67,5,62,62,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,False,88,38,0,True,126,5,10,10,5,5,5,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,5,False,False,18,7,0,True,25,10,True,True,83,False,,,
4850_1, Bortezomib Responses in U266 Human Myeloma Cells,min_degree,complete,67,67,5,62,62,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,False,88,38,0,True,126,5,10,10,5,5,5,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,5,False,False,16,6,0,True,22,8,True,True,83,False,,,
4850_1, Bortezomib Responses in U266 Human Myeloma Cells,min_growth,complete,67,67,5,62,62,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,False,88,38,0,True,126,5,10,10,5,5,5,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,5,False,False,16,6,0,True,22,8,True,True,83,False,,,
4850_1, Bortezomib Responses in U266 Human Myeloma Cells,random,complete,67,67,5,62,62,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,False,False,88,38,0,True,126,5,10,10,5,5,5,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,5,False,False,16,5,0,True,21,8,True,True,83,False,,,
4932_1,Stomatal Opening Model,first,complete,49,49,5,44,44,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,False,104,37,26,True,167,9,8,8,5,3,3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,3,False,False,11,6,3,True,20,8,True,True,36,False,,,
4932_1,Stomatal Opening Model,min_degree,complete,49,49,5,44,44,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,False,104,37,26,True,167,9,8,8,5,3,3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,3,False,False,11,6,3,True,20,8,True,True,36,False,,,
4932_1,Stomatal Opening Model,min_growth,complete,49,49,5,44,44,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,False,104,37,26,True,167,9,8,8,5,3,3,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,3,False,False,11,6,3,True,20,8,True,True,36,False,,,
4932_1,Stomatal Opening Model,random,complete,49,49,5,44,44,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,2,False,False,104,37,26,True,167,9,8,8,5,3,3,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,3,False,False,11,9,0,True,20,8,True,True,36,False,,,
3511_1,Glucose Repression Signaling 2009,first,complete,73,73,18,55,55,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,57,40,0,True,97,5,20,20,18,2,2,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,2,False,True,11,12,0,True,23,13,True,False,257,False,,,
3511_1,Glucose Repression Signaling 2009,min_degree,complete,73,73,18,55,55,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,0,False,False,57,40,0,True,97,5,20,20,18,2,2,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,2,False,True,11,12,0,True,23,13,True,False,257,False,,,
